Scenario ID,Scenario Name,Sector Filter,Revenue Minimum,Revenue Maximum,N Companies,Model,K,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Score,Inertia,AIC,BIC,Noise Share,Min Cluster Size,Min Samples
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Consumer Cyclical,20000000,inf,460,Agglomerative,6,0.1969218661808212,1.571928274601446,107.52183878325253,,,,,,
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Consumer Cyclical,20000000,inf,460,Agglomerative,7,0.19143519617295526,1.72448994655844,98.77163619262704,,,,,,
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Consumer Cyclical,20000000,inf,460,Agglomerative,8,0.1826526092257344,1.5840401656697936,92.35491945091255,,,,,,
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Consumer Cyclical,20000000,inf,460,Agglomerative,9,0.19068474624646492,1.4581076840450458,87.59338969495542,,,,,,
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Consumer Cyclical,20000000,inf,460,Agglomerative,10,0.1843340985732388,1.4473370714559657,83.86750897958616,,,,,,
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Consumer Cyclical,20000000,inf,460,Gaussian Mixture,2,0.23216509619573242,1.802876793938721,118.7644971766451,,8246.465663807168,8614.144821371168,,,
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Consumer Cyclical,20000000,inf,460,Gaussian Mixture,3,0.2502245383035706,1.650529900842236,117.89162126748191,,7935.093534296884,8488.677883887625,,,
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Consumer Cyclical,20000000,inf,460,Gaussian Mixture,4,0.16006972826431987,1.6573690977783533,125.68851998296644,,7677.97591818345,8417.465459800933,,,
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Consumer Cyclical,20000000,inf,460,Gaussian Mixture,5,0.16181986339395885,1.6924941347622469,113.66566107947513,,7464.830645123039,8390.225378767263,,,
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Consumer Cyclical,20000000,inf,460,Gaussian Mixture,6,0.1613175461770756,1.611487003052039,103.18597996741589,,7256.186955930399,8367.486881601364,,,
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Consumer Cyclical,20000000,inf,460,Gaussian Mixture,7,0.1543466493586075,1.7545793608716005,92.89797633682187,,7129.595266062941,8426.800383760647,,,
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Consumer Cyclical,20000000,inf,460,Gaussian Mixture,8,0.13361926784141462,1.6394175428350606,81.90398750901319,,7001.2107310933425,8484.321040817791,,,
