Scenario ID,Scenario Name,Method,Method Type,Solution ID,Seed,Population,Cluster,KPI,N Companies in Cluster,Imputed Observations,Imputation Rate
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,All companies including noise,1,Operating Cash Flow Margin,437,3,0.006864988558352402
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,All companies including noise,2,EBITDA Margin,10,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,All companies including noise,2,Return on Assets,10,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,All companies including noise,2,Asset Turnover,10,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,All companies including noise,2,Revenue per Employee,10,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,All companies including noise,2,Current Ratio,10,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,All companies including noise,2,Debt Ratio,10,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,All companies including noise,2,Free Cash Flow Margin,10,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,All companies including noise,2,Operating Cash Flow Margin,10,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,0,EBITDA Margin,13,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,0,Return on Assets,13,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,0,Asset Turnover,13,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,0,Revenue per Employee,13,1,0.07692307692307693
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,0,Current Ratio,13,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,0,Debt Ratio,13,1,0.07692307692307693
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,0,Free Cash Flow Margin,13,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,0,Operating Cash Flow Margin,13,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,1,EBITDA Margin,437,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,1,Return on Assets,437,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,1,Asset Turnover,437,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,1,Revenue per Employee,437,22,0.05034324942791762
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,1,Current Ratio,437,1,0.002288329519450801
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,1,Debt Ratio,437,4,0.009153318077803204
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,1,Free Cash Flow Margin,437,1,0.002288329519450801
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,1,Operating Cash Flow Margin,437,3,0.006864988558352402
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,2,EBITDA Margin,10,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,2,Return on Assets,10,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,2,Asset Turnover,10,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,2,Revenue per Employee,10,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,2,Current Ratio,10,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,2,Debt Ratio,10,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,2,Free Cash Flow Margin,10,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,2,Operating Cash Flow Margin,10,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,-1,EBITDA Margin,76,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,-1,Return on Assets,76,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,-1,Asset Turnover,76,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,-1,Revenue per Employee,76,2,0.02631578947368421
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,-1,Current Ratio,76,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,-1,Debt Ratio,76,2,0.02631578947368421
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,-1,Free Cash Flow Margin,76,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,-1,Operating Cash Flow Margin,76,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,0,EBITDA Margin,467,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,0,Return on Assets,467,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,0,Asset Turnover,467,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,0,Revenue per Employee,467,25,0.05353319057815846
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,0,Current Ratio,467,1,0.0021413276231263384
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,0,Debt Ratio,467,4,0.008565310492505354
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,0,Free Cash Flow Margin,467,1,0.0021413276231263384
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,0,Operating Cash Flow Margin,467,3,0.006423982869379015
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,1,EBITDA Margin,22,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,1,Return on Assets,22,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,1,Asset Turnover,22,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,1,Revenue per Employee,22,3,0.13636363636363635
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,1,Current Ratio,22,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,1,Debt Ratio,22,2,0.09090909090909091
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,1,Free Cash Flow Margin,22,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,1,Operating Cash Flow Margin,22,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,0,EBITDA Margin,467,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,0,Return on Assets,467,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,0,Asset Turnover,467,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,0,Revenue per Employee,467,25,0.05353319057815846
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,0,Current Ratio,467,1,0.0021413276231263384
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,0,Debt Ratio,467,4,0.008565310492505354
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,0,Free Cash Flow Margin,467,1,0.0021413276231263384
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,0,Operating Cash Flow Margin,467,3,0.006423982869379015
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,1,EBITDA Margin,22,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,1,Return on Assets,22,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,1,Asset Turnover,22,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,1,Revenue per Employee,22,3,0.13636363636363635
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,1,Current Ratio,22,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,1,Debt Ratio,22,2,0.09090909090909091
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,1,Free Cash Flow Margin,22,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,1,Operating Cash Flow Margin,22,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,-1,EBITDA Margin,76,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,-1,Return on Assets,76,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,-1,Asset Turnover,76,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,-1,Revenue per Employee,76,2,0.02631578947368421
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,-1,Current Ratio,76,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,-1,Debt Ratio,76,2,0.02631578947368421
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,-1,Free Cash Flow Margin,76,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,-1,Operating Cash Flow Margin,76,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,0,EBITDA Margin,467,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,0,Return on Assets,467,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,0,Asset Turnover,467,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,0,Revenue per Employee,467,25,0.05353319057815846
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,0,Current Ratio,467,1,0.0021413276231263384
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,0,Debt Ratio,467,4,0.008565310492505354
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,0,Free Cash Flow Margin,467,1,0.0021413276231263384
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,0,Operating Cash Flow Margin,467,3,0.006423982869379015
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,1,EBITDA Margin,22,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,1,Return on Assets,22,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,1,Asset Turnover,22,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,1,Revenue per Employee,22,3,0.13636363636363635
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,1,Current Ratio,22,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,1,Debt Ratio,22,2,0.09090909090909091
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,1,Free Cash Flow Margin,22,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,1,Operating Cash Flow Margin,22,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,HDBSCAN assigned subset,0,EBITDA Margin,467,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,HDBSCAN assigned subset,0,Return on Assets,467,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,HDBSCAN assigned subset,0,Asset Turnover,467,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,HDBSCAN assigned subset,0,Revenue per Employee,467,25,0.05353319057815846
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,HDBSCAN assigned subset,0,Current Ratio,467,1,0.0021413276231263384
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,HDBSCAN assigned subset,0,Debt Ratio,467,4,0.008565310492505354
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,HDBSCAN assigned subset,0,Free Cash Flow Margin,467,1,0.0021413276231263384
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,HDBSCAN assigned subset,0,Operating Cash Flow Margin,467,3,0.006423982869379015
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,HDBSCAN assigned subset,1,EBITDA Margin,22,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,HDBSCAN assigned subset,1,Return on Assets,22,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,HDBSCAN assigned subset,1,Asset Turnover,22,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,HDBSCAN assigned subset,1,Revenue per Employee,22,3,0.13636363636363635
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,HDBSCAN assigned subset,1,Current Ratio,22,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,HDBSCAN assigned subset,1,Debt Ratio,22,2,0.09090909090909091
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,HDBSCAN assigned subset,1,Free Cash Flow Margin,22,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,HDBSCAN assigned subset,1,Operating Cash Flow Margin,22,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,0,EBITDA Margin,58,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,0,Return on Assets,58,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,0,Asset Turnover,58,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,0,Revenue per Employee,58,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,0,Current Ratio,58,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,0,Debt Ratio,58,1,0.017241379310344827
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,0,Free Cash Flow Margin,58,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,0,Operating Cash Flow Margin,58,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,1,EBITDA Margin,438,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,1,Return on Assets,438,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,1,Asset Turnover,438,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,1,Revenue per Employee,438,23,0.05251141552511415
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,1,Current Ratio,438,1,0.00228310502283105
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,1,Debt Ratio,438,5,0.01141552511415525
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,1,Free Cash Flow Margin,438,1,0.00228310502283105
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,1,Operating Cash Flow Margin,438,3,0.00684931506849315
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,2,EBITDA Margin,27,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,2,Return on Assets,27,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,2,Asset Turnover,27,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,2,Revenue per Employee,27,3,0.1111111111111111
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,2,Current Ratio,27,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,2,Debt Ratio,27,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,2,Free Cash Flow Margin,27,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,2,Operating Cash Flow Margin,27,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,3,EBITDA Margin,42,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,3,Return on Assets,42,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,3,Asset Turnover,42,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,3,Revenue per Employee,42,4,0.09523809523809523
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,3,Current Ratio,42,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,3,Debt Ratio,42,2,0.047619047619047616
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,3,Free Cash Flow Margin,42,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,3,Operating Cash Flow Margin,42,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,42.0,All eligible companies,0,EBITDA Margin,80,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,42.0,All eligible companies,0,Return on Assets,80,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,42.0,All eligible companies,0,Asset Turnover,80,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,42.0,All eligible companies,0,Revenue per Employee,80,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,42.0,All eligible companies,0,Current Ratio,80,0,0.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,42.0,All eligible companies,0,Debt Ratio,80,2,0.025
industrials_revenue_20m,Industrials companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,42.0,All eligible companies,0,Free Cash Flow Margin,80,0,0.0
