Experiment Phase,Preprocessing Version,Scenario ID,Scenario Name,Candidate Role,Candidate ID,Method,Sampling Seed,N Shared Companies,N Evaluated Companies,Alignment Accuracy,Matched Company Count,Reference Cluster Count,Resampled Cluster Count,Matched Cluster Count,Unmatched Reference Cluster Count,Unmatched Resampled Cluster Count,Reference Noise Share,Resampled Noise Share
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10004,376,0,,0,0,0,0,0,0,0.17819148936170212,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10005,376,0,,0,0,0,0,0,0,0.18351063829787234,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10006,376,305,1.0,305,2,2,2,0,0,0.18882978723404256,0.1622340425531915
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10007,376,306,0.9967320261437909,305,2,2,2,0,0,0.17819148936170212,0.13829787234042554
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10008,376,310,0.9967741935483871,309,2,2,2,0,0,0.17287234042553193,0.12234042553191489
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10009,376,316,1.0,316,2,2,2,0,0,0.13829787234042554,0.1356382978723404
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10010,376,303,0.9966996699669967,302,2,2,2,0,0,0.17287234042553193,0.19414893617021275
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10011,376,309,1.0,309,2,2,2,0,0,0.17819148936170212,0.14627659574468085
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10012,376,309,0.9967637540453075,308,2,2,2,0,0,0.1675531914893617,0.1595744680851064
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10013,376,318,1.0,318,2,2,2,0,0,0.15425531914893617,0.10638297872340426
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10014,376,312,0.9967948717948718,311,2,2,2,0,0,0.15159574468085107,0.15159574468085107
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10015,376,310,1.0,310,2,2,2,0,0,0.1675531914893617,0.13297872340425532
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10016,376,303,0.9966996699669967,302,2,2,2,0,0,0.18351063829787234,0.18085106382978725
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10017,376,306,1.0,306,2,2,2,0,0,0.18085106382978725,0.15691489361702127
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10018,376,0,,0,0,0,0,0,0,0.18617021276595744,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10019,376,310,1.0,310,2,2,2,0,0,0.17287234042553193,0.1196808510638298
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10000,1320,1320,0.9878787878787879,1304,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10001,1322,1322,0.9863842662632375,1304,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10002,1321,1321,0.9818319454958365,1297,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10003,1321,1321,0.9977289931869796,1318,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10004,1320,1320,0.9931818181818182,1311,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10005,1320,1320,0.9522727272727273,1257,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10006,1320,1320,0.990909090909091,1308,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10007,1321,1321,0.9886449659348978,1306,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10008,1320,1320,0.9515151515151515,1256,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10009,1321,1321,0.9894019682059046,1307,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10010,1321,1321,0.987887963663891,1305,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10011,1320,1320,0.9939393939393939,1312,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10012,1321,1321,0.9924299772899319,1311,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10013,1320,1320,0.9954545454545455,1314,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10014,1320,1320,0.978030303030303,1291,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10015,1320,1320,0.953030303030303,1258,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10016,1320,1320,0.9590909090909091,1266,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10017,1320,1320,0.9871212121212121,1303,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10018,1320,1320,0.9886363636363636,1305,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10019,1321,1321,0.9265707797123391,1224,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|K-Means,K-Means,10000,1320,1320,0.9946969696969697,1313,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|K-Means,K-Means,10001,1322,1322,0.9947049924357034,1315,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|K-Means,K-Means,10002,1321,1321,0.9947009841029523,1314,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|K-Means,K-Means,10003,1321,1321,0.9992429977289932,1320,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|K-Means,K-Means,10004,1320,1320,0.9984848484848485,1318,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|K-Means,K-Means,10005,1320,1320,0.990909090909091,1308,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|K-Means,K-Means,10006,1320,1320,0.996969696969697,1316,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|K-Means,K-Means,10007,1321,1321,0.9901589704769115,1308,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|K-Means,K-Means,10008,1320,1320,0.9992424242424243,1319,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|K-Means,K-Means,10009,1321,1321,0.9984859954579863,1319,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|K-Means,K-Means,10010,1321,1321,0.9962149886449659,1316,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|K-Means,K-Means,10011,1320,1320,0.9977272727272727,1317,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|K-Means,K-Means,10012,1321,1321,0.9954579863739591,1315,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|K-Means,K-Means,10013,1320,1320,0.9977272727272727,1317,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|K-Means,K-Means,10014,1320,1320,0.9886363636363636,1305,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|K-Means,K-Means,10015,1320,1320,0.9977272727272727,1317,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|K-Means,K-Means,10016,1320,1320,0.9924242424242424,1310,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|K-Means,K-Means,10017,1320,1320,0.9946969696969697,1313,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|K-Means,K-Means,10018,1320,1320,0.9977272727272727,1317,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|K-Means,K-Means,10019,1321,1321,0.9962149886449659,1316,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10000,1320,1320,0.9833333333333333,1298,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10001,1322,1322,0.9757942511346445,1290,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10002,1321,1321,0.9848599545798638,1301,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10003,1321,1321,0.9856169568508706,1302,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10004,1320,1320,0.9893939393939394,1306,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10005,1320,1320,0.9719696969696969,1283,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10006,1320,1320,0.9863636363636363,1302,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10007,1321,1321,0.9856169568508706,1302,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10008,1320,1320,0.9810606060606061,1295,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10009,1321,1321,0.9894019682059046,1307,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10010,1321,1321,0.9856169568508706,1302,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10011,1320,1320,0.9893939393939394,1306,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10012,1321,1321,0.9788039364118092,1293,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10013,1320,1320,0.9712121212121212,1282,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10014,1320,1320,0.9946969696969697,1313,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10015,1320,1320,0.956060606060606,1262,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10016,1320,1320,0.9787878787878788,1292,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10017,1320,1320,0.9651515151515152,1274,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10018,1320,1320,0.9878787878787879,1304,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10019,1321,1321,0.9825889477668432,1298,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10000,1320,1209,1.0,1209,2,2,2,0,0,0.07348484848484849,0.07954545454545454
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10001,1322,1202,0.9983361064891847,1200,2,2,2,0,0,0.07337367624810892,0.0907715582450832
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10002,1321,1215,1.0,1215,2,2,2,0,0,0.07040121120363362,0.07645722937168811
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10003,1321,1228,1.0,1228,2,2,2,0,0,0.0635881907645723,0.0635881907645723
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10004,1320,1230,0.9991869918699187,1229,2,2,2,0,0,0.06136363636363636,0.0659090909090909
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10005,1320,1220,1.0,1220,2,2,2,0,0,0.06818181818181818,0.0696969696969697
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10006,1320,1220,1.0,1220,2,2,2,0,0,0.06666666666666667,0.075
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10007,1321,1231,1.0,1231,2,2,2,0,0,0.06585919757759273,0.05526116578349735
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10008,1320,1227,1.0,1227,2,2,2,0,0,0.0659090909090909,0.06439393939393939
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10009,1321,1226,1.0,1226,2,2,2,0,0,0.06585919757759273,0.07115821347464042
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10010,1321,1227,1.0,1227,2,2,2,0,0,0.06585919757759273,0.06661619984859955
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10011,1320,1229,1.0,1229,2,2,2,0,0,0.06363636363636363,0.06363636363636363
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10012,1321,1227,1.0,1227,2,2,2,0,0,0.06510219530658592,0.06283118849356548
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10013,1320,1227,1.0,1227,2,2,2,0,0,0.06666666666666667,0.059848484848484845
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10014,1320,1179,1.0,1179,2,2,2,0,0,0.06287878787878788,0.10454545454545454
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10015,1320,1203,1.0,1203,2,2,2,0,0,0.07575757575757576,0.08636363636363636
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10016,1320,1218,0.9991789819376026,1217,2,2,2,0,0,0.06893939393939394,0.0696969696969697
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10017,1320,1221,1.0,1221,2,2,2,0,0,0.06666666666666667,0.06742424242424243
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10018,1320,1227,1.0,1227,2,2,2,0,0,0.06666666666666667,0.06515151515151515
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10019,1321,1236,1.0,1236,2,2,2,0,0,0.0635881907645723,0.050719152157456475
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10000,1320,1195,0.9974895397489539,1192,2,2,2,0,0,0.0856060606060606,0.09242424242424242
