Experiment Phase,Preprocessing Version,Scenario ID,Scenario Name,Sector Filter,Revenue Minimum,Revenue Maximum,N Companies,Model,K,Native Evaluation Space,Common Evaluation Space,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Score,Common-Space Silhouette Score,Common-Space Davies-Bouldin Index,Common-Space Calinski-Harabasz Score,Evaluation Coverage,Inertia,AIC,BIC,Noise Share,Min Cluster Size,Min Samples
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Consumer Cyclical,20000000,inf,470,HDBSCAN,0,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,,,,,,,0.0,,,,1.0,15.0,10.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Consumer Cyclical,20000000,inf,470,HDBSCAN,0,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,,,,,,,0.0,,,,1.0,15.0,15.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Consumer Cyclical,20000000,inf,470,HDBSCAN,2,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.4839122362283647,0.8047183824827958,108.84357983329616,0.4839122362283647,0.8047183824827958,108.84357983329616,0.8276595744680851,,,,0.17234042553191486,20.0,5.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Consumer Cyclical,20000000,inf,470,HDBSCAN,0,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,,,,,,,0.0,,,,1.0,20.0,10.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Consumer Cyclical,20000000,inf,470,HDBSCAN,0,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,,,,,,,0.0,,,,1.0,20.0,15.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Consumer Cyclical,20000000,inf,470,HDBSCAN,0,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,,,,,,,0.0,,,,1.0,25.0,5.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Consumer Cyclical,20000000,inf,470,HDBSCAN,0,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,,,,,,,0.0,,,,1.0,25.0,10.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Consumer Cyclical,20000000,inf,470,HDBSCAN,0,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,,,,,,,0.0,,,,1.0,25.0,15.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,K-Means,2,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.5759981888852561,0.7678363003642465,1161.5689286728427,0.5759981888852561,0.7678363003642465,1161.5689286728427,1.0,8794.920862554047,,,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,K-Means,3,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.2387947080729812,1.3684090207917838,919.1109802669082,0.2387947080729812,1.3684090207917838,919.1109802669082,1.0,7086.106809000141,,,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,K-Means,4,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.17953148422220527,1.553567683997438,730.8031121869546,0.17953148422220527,1.553567683997438,730.8031121869546,1.0,6430.37874198572,,,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,K-Means,5,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.1743878656466574,1.4917645580713241,637.8068166379766,0.1743878656466574,1.4917645580713241,637.8068166379766,1.0,5878.585870352816,,,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,K-Means,6,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.1695385081060223,1.447523494983134,578.3933765325876,0.1695385081060223,1.447523494983134,578.3933765325876,1.0,5435.126709723291,,,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,K-Means,7,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.17844038914934526,1.418988534509966,535.9740455397041,0.17844038914934526,1.418988534509966,535.9740455397041,1.0,5070.920561388316,,,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,K-Means,8,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.17409812078651565,1.4249608275967414,505.706149920801,0.17409812078651565,1.4249608275967414,505.706149920801,1.0,4751.892943108202,,,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,K-Means,9,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.17451350517352557,1.393325209635707,479.4155279783087,0.17451350517352557,1.393325209635707,479.4155279783087,1.0,4493.763626391752,,,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,K-Means,10,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.17641546448537063,1.4051310339892402,457.06123434711697,0.17641546448537063,1.4051310339892402,457.06123434711697,1.0,4274.670563578288,,,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,Agglomerative,2,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.596074030176157,0.6731996616948405,1045.8320786222887,0.596074030176157,0.6731996616948405,1045.8320786222887,1.0,,,,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,Agglomerative,3,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.17858274915041603,1.6095738737098124,748.0832606847421,0.17858274915041603,1.6095738737098124,748.0832606847421,1.0,,,,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,Agglomerative,4,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.17646559109991733,1.5652727294409545,615.987669684703,0.17646559109991733,1.5652727294409545,615.987669684703,1.0,,,,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,Agglomerative,5,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.14434363764065078,1.6902366955927683,531.0391925977987,0.14434363764065078,1.6902366955927683,531.0391925977987,1.0,,,,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,Agglomerative,6,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.13587646769783573,1.6531840410809728,473.82249008891336,0.13587646769783573,1.6531840410809728,473.82249008891336,1.0,,,,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,Agglomerative,7,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.14322273030353425,1.543407425139592,436.5053057889768,0.14322273030353425,1.543407425139592,436.5053057889768,1.0,,,,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,Agglomerative,8,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.13860732281352287,1.5304519072867349,413.7364858248744,0.13860732281352287,1.5304519072867349,413.7364858248744,1.0,,,,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,Agglomerative,9,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.12712789613777215,1.5652088967994253,395.4261229877691,0.12712789613777215,1.5652088967994253,395.4261229877691,1.0,,,,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,Agglomerative,10,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.13517657646110545,1.5704034800593907,384.25884786221485,0.13517657646110545,1.5704034800593907,384.25884786221485,1.0,,,,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,Gaussian Mixture,2,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.22079898709840845,1.9973334140733179,352.22714968033057,0.22079898709840845,1.9973334140733179,352.22714968033057,1.0,,24950.164237729525,25431.577381238418,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,Gaussian Mixture,3,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.12479608376781412,1.951625533229717,455.6211361728699,0.12479608376781412,1.951625533229717,455.6211361728699,1.0,,23393.73199745227,24118.556280937566,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,Gaussian Mixture,4,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.11991046948435224,1.8393483434146132,465.1057627326821,0.11991046948435224,1.8393483434146132,465.1057627326821,1.0,,22145.438948207942,23113.674371669644,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,Gaussian Mixture,5,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.0585074231047282,2.0258904877486286,381.75411207770117,0.0585074231047282,2.0258904877486286,381.75411207770117,1.0,,21304.101244988364,22515.747808426473,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,Gaussian Mixture,6,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.06864345178904067,2.0377802714626205,301.522198781474,0.06864345178904067,2.0377802714626205,301.522198781474,1.0,,20927.27634261394,22382.334046028453,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,Gaussian Mixture,7,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.049334522362628745,2.179172347416304,275.08736612146373,0.049334522362628745,2.179172347416304,275.08736612146373,1.0,,20178.249071428512,21876.717914819434,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,Gaussian Mixture,8,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.04482672359881635,2.305481980670347,261.66022920973757,0.04482672359881635,2.305481980670347,261.66022920973757,1.0,,19936.16475864323,21878.044742010556,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,Gaussian Mixture,9,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.04435314415579641,2.289866318705335,243.452944824518,0.04435314415579641,2.289866318705335,243.452944824518,1.0,,19588.399240837964,21773.690364181697,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,Gaussian Mixture,10,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.024510889629004728,2.5147529019193153,228.32344519004758,0.024510889629004728,2.5147529019193153,228.32344519004758,1.0,,19543.066428146452,21971.76869146659,,,
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,HDBSCAN,2,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.6410468975858931,0.5458547422611134,768.3707692944135,0.6410468975858931,0.5458547422611134,768.3707692944135,0.9170199878861296,,,,0.0829800121138704,10.0,5.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,HDBSCAN,2,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.637795395307857,0.5270797483310468,734.4214326694033,0.637795395307857,0.5270797483310468,734.4214326694033,0.9285281647486372,,,,0.0714718352513628,10.0,10.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,HDBSCAN,2,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.6371482901135445,0.534586921544376,784.7655119218035,0.6371482901135445,0.534586921544376,784.7655119218035,0.9327680193821926,,,,0.06723198061780744,10.0,15.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,HDBSCAN,2,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.6410468975858931,0.5458547422611134,768.3707692944135,0.6410468975858931,0.5458547422611134,768.3707692944135,0.9170199878861296,,,,0.0829800121138704,15.0,5.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,HDBSCAN,2,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.637795395307857,0.5270797483310468,734.4214326694033,0.637795395307857,0.5270797483310468,734.4214326694033,0.9285281647486372,,,,0.0714718352513628,15.0,10.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,HDBSCAN,2,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.6371482901135445,0.534586921544376,784.7655119218035,0.6371482901135445,0.534586921544376,784.7655119218035,0.9327680193821926,,,,0.06723198061780744,15.0,15.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,HDBSCAN,2,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.6410468975858931,0.5458547422611134,768.3707692944135,0.6410468975858931,0.5458547422611134,768.3707692944135,0.9170199878861296,,,,0.0829800121138704,20.0,5.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,HDBSCAN,2,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.637795395307857,0.5270797483310468,734.4214326694033,0.637795395307857,0.5270797483310468,734.4214326694033,0.9285281647486372,,,,0.0714718352513628,20.0,10.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,HDBSCAN,2,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.6371482901135445,0.534586921544376,784.7655119218035,0.6371482901135445,0.534586921544376,784.7655119218035,0.9327680193821926,,,,0.06723198061780744,20.0,15.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,HDBSCAN,2,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.6410468975858931,0.5458547422611134,768.3707692944135,0.6410468975858931,0.5458547422611134,768.3707692944135,0.9170199878861296,,,,0.0829800121138704,25.0,5.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,HDBSCAN,2,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.637795395307857,0.5270797483310468,734.4214326694033,0.637795395307857,0.5270797483310468,734.4214326694033,0.9285281647486372,,,,0.0714718352513628,25.0,10.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1651,HDBSCAN,2,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.6371482901135445,0.534586921544376,784.7655119218035,0.6371482901135445,0.534586921544376,784.7655119218035,0.9327680193821926,,,,0.06723198061780744,25.0,15.0
