Scenario ID,Scenario Name,Candidate Role,Candidate ID,Method,Reference Cluster,KPI,Reference Raw Median,Median Resampled Raw Median,Empirical 10th Percentile Raw Median,Empirical 90th Percentile Raw Median,Minimum Raw Median,Maximum Raw Median,Reference Difference from Cohort Median,Median Resampled Difference from Cohort Median,Empirical 10th Percentile Difference,Empirical 90th Percentile Difference,Directional Consistency,Median Model-Space Profile,Empirical 10th Percentile Model-Space Profile,Empirical 90th Percentile Model-Space Profile,Mean Imputation Share,Maximum Imputation Share,Aligned Run Count,Expected Run Count
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,1,Debt Ratio,0.3880135890763925,0.4000589701111332,0.38413150515118405,0.4093264586630586,0.3771353482260184,0.4112148050757127,0.016618769932705835,0.027475697105695612,0.009561865438098933,0.03608429057651943,0.95,0.06902242382280702,0.02517989017717705,0.1011814769463831,0.005698688600699788,0.008298755186721992,20,20
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,1,EBITDA Margin,0.1121492622789665,0.10170070414084001,0.09930242720904109,0.11357959519762656,0.09748544935200201,0.11770688637470028,0.025540254683877092,0.018087267450712145,0.010557346701945169,0.02789082636541483,1.0,0.14699482039719844,0.08311201818295165,0.21890078564195153,0.0,0.0,20,20
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,1,Free Cash Flow Margin,0.061639275568788295,0.052421724288190044,0.04758377386201075,0.06282216343932218,0.047160149740332516,0.06845460778669156,0.02156053809009778,0.012269706974136815,0.005259297988862115,0.02326717264838807,1.0,0.13050338473500928,0.05672195544202769,0.24558347442689038,0.0,0.0,20,20
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,1,Operating Cash Flow Margin,0.10360738255033557,0.09372775038221703,0.08799534946004617,0.10698447182586807,0.08690833828476766,0.11244586025167254,0.023312711276539264,0.014271638322287172,0.008054260335458484,0.02537472095182048,1.0,0.12122682865336881,0.07372013355794936,0.2171787395949125,0.0029373283810720523,0.004149377593360996,20,20
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,1,Return on Assets,0.04027569211813176,0.03495116058990475,0.03162157551115044,0.04163315631627517,0.02823787652779556,0.04234735156908988,0.014470381212390932,0.009926963573330845,0.00510655235544972,0.015503181554513065,1.0,0.09073118491305412,0.04574577154453969,0.15222785466346053,0.0027482214515019174,0.004149377593360996,20,20
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,1,Revenue per Employee,377527.8745088016,379643.9372544008,373774.93452764256,394112.9671701384,369305.15191545576,402075.5246753247,-53592.125491198385,-47734.588088905584,-59349.093514197055,-35427.45810754881,1.0,-0.06535897305358332,-0.08169775606021326,-0.03822340430057226,0.03196393761916423,0.03802281368821293,20,20
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,2,Asset Turnover,1.02067857665226,0.9591947728618727,0.932381483202946,0.9929276819809171,0.9220470544066999,0.9929276819809171,-0.014557332079062402,-0.07704065126696863,-0.10860832097560363,-0.04380109961615347,1.0,-0.10568520850346082,-0.15022899255591812,-0.06181289230798589,0.0,0.0,20,20
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,2,Current Ratio,2.0053636675497453,2.4281218697536033,1.8673324285775472,2.637763608604681,1.405813373253493,3.417617829060081,0.5091886438945972,0.9429566729135543,0.43750607627294835,1.1418315033415318,0.95,0.7680664138811483,0.37573726967628784,0.8984338417017471,0.0,0.0,20,20
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,2,Debt Ratio,0.17520125739312975,0.17063376221451967,0.1475316432495274,0.19067260607655323,0.1412098990217742,0.20084572405833498,-0.1961935617505569,-0.19813575371063524,-0.21611341870198467,-0.17726586387774046,1.0,-0.5640883598565687,-0.6278403104968904,-0.5036937072878062,0.0,0.0,20,20
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,2,EBITDA Margin,0.0696956909318657,0.07476176441693683,0.06870910990291423,0.08894361541290804,0.051429013619479984,0.0961502315838892,-0.01691331666322371,-0.0109571911365582,-0.017079949061761683,-0.0006245703468845085,0.9,-0.08864980094389349,-0.14196626881583538,-0.004847974728720256,0.0,0.0,20,20
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,2,Free Cash Flow Margin,0.02786005119815091,0.030789740220775755,0.019133982397690152,0.04700145969429918,0.0014673916480958697,0.0599619832473775,-0.012218686280539605,-0.008885362074453477,-0.021255590970145104,0.004018421272878728,0.8,-0.09577800759106614,-0.22368761522468206,0.043890470852986974,0.0,0.0,20,20
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,2,Operating Cash Flow Margin,0.04805085787401278,0.056894917284354016,0.04182085191735801,0.07860603530312513,0.03567198661027863,0.08200581359005095,-0.03224381339978352,-0.022481854211805766,-0.0395753552538227,-0.003526361239173822,0.95,-0.19905062568267795,-0.33557805738711677,-0.033186780988249946,0.0,0.0,20,20
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,2,Return on Assets,0.04815490767598994,0.05424886230931571,0.03758661504508562,0.05864757685235725,0.03646714362289817,0.05989573116380613,0.02234959677024911,0.030041587376223967,0.012420289228768719,0.03231771725902503,1.0,0.27099166827219934,0.11523634820593541,0.3185577056971867,0.0,0.0,20,20
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,2,Revenue per Employee,3030503.6312393453,3289090.609622745,2993760.05943038,3438359.1571266176,2967683.5443037977,3481203.8333333335,2599383.6312393453,2853601.0263969265,2568009.6860784655,3011717.0055422815,1.0,4.618263850289953,4.334752001868018,5.108366392747953,0.0,0.0,20,20
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,0,Asset Turnover,1.0228302085874754,0.938778269991324,0.7819712779007091,1.1065907251883877,0.6883573175269391,1.3079677283333806,-0.012405700143846898,-0.10490557230770858,-0.24340855932906139,0.06983216285624305,0.75,-0.13958381608538392,-0.34761576904096897,0.09746682747251532,0.0,0.0,20,20
