Experiment Phase,Preprocessing Version,Scenario ID,Scenario Name,Candidate Role,Candidate ID,Method,K,Sampling Seed,N Companies,Common-Space Silhouette Score,Evaluation Coverage
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10013,452,0.5027215465386753,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10014,452,0.4814863819647945,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10015,452,0.4988988957863411,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10016,452,0.4597891325373719,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10017,452,0.5130677290400419,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10018,452,0.47860967555682293,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10019,453,0.5068333445259049,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10000,452,0.5143241988205838,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10001,452,0.5215082565993098,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10002,452,0.47606742555236675,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10003,452,0.478590067818108,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10004,452,0.4924035521407578,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10005,452,0.4756802633106719,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10006,452,0.49387799439031865,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10007,452,0.5560686275734181,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10008,453,0.4910410915590459,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10009,452,0.4774826739657428,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10010,452,0.4739934325706827,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10011,453,0.4737424374413167,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10012,454,0.4978168768389866,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10013,452,0.5036813636389659,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10014,452,0.45885682891613294,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10015,452,0.5021149290358335,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10016,452,0.4725612616378807,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10017,452,0.5217690185669507,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10018,452,0.45056233094539144,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10019,453,0.5142315320499787,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10000,452,0.29314182135978784,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10001,452,0.34056358546395193,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10002,452,0.2895515846207475,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10003,452,0.34906181280427595,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10004,452,0.2987151068814844,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10005,452,0.3424947948126932,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10006,452,0.3276562488307576,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10007,452,0.2682653226410083,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10008,453,0.3296432056679663,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10009,452,0.2861203771493172,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10010,452,0.2687707347631159,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10011,453,0.2940367773273057,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10012,454,0.34737258275829297,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10013,452,0.262620832631601,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10014,452,0.31821327024846685,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10015,452,0.3366214002669659,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10016,452,0.27518393152053716,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10017,452,0.32651176901606543,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10018,452,0.31879785376133857,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10019,453,0.2757984681735099,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=10,HDBSCAN,3,10000,452,0.6089771028343448,0.831858407079646
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=10,HDBSCAN,3,10001,452,0.6224628018913309,0.8672566371681416
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=10,HDBSCAN,3,10002,452,0.6380897877722174,0.838495575221239
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=10,HDBSCAN,3,10003,452,0.629830641772138,0.8827433628318584
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=10,HDBSCAN,3,10004,452,,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=10,HDBSCAN,3,10005,452,0.6434242724206192,0.8606194690265486
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=10,HDBSCAN,3,10006,452,,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=10,HDBSCAN,3,10007,452,0.6431505742583553,0.8716814159292036
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=10,HDBSCAN,3,10008,453,,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=10,HDBSCAN,3,10009,452,,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=10,HDBSCAN,3,10010,452,,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=10,HDBSCAN,3,10011,453,,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=10,HDBSCAN,3,10012,454,0.6371660336590393,0.8083700440528634
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=10,HDBSCAN,3,10013,452,,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=10,HDBSCAN,3,10014,452,0.5966430895273347,0.7920353982300885
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=10,HDBSCAN,3,10015,452,,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=10,HDBSCAN,3,10016,452,,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=10,HDBSCAN,3,10017,452,0.6719869756050894,0.8141592920353983
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=10,HDBSCAN,3,10018,452,0.6274866161541233,0.8694690265486725
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=10,HDBSCAN,3,10019,453,0.6352616732287047,0.8388520971302428
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,2,10000,452,0.595924512320412,0.8915929203539823
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,2,10001,452,0.6193711905989338,0.8672566371681416
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,2,10002,452,0.6071120061662415,0.8561946902654868
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,2,10003,452,0.5831844798364823,0.8783185840707964
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,2,10004,452,0.622729909375943,0.8495575221238938
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,2,10005,452,0.619951976979439,0.8783185840707964
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,2,10006,452,0.32874458895844944,0.13716814159292035
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,2,10007,452,0.6542771652721932,0.8716814159292036
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,2,10008,453,0.565493714411637,0.8940397350993378
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,2,10009,452,0.31487613304524353,0.11061946902654868
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,2,10010,452,0.5818086427878969,0.918141592920354
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,2,10011,453,,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,2,10012,454,0.2795352625970496,0.09691629955947137
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,2,10013,452,0.6206238093183905,0.8119469026548672
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,2,10014,452,0.30333705181261056,0.084070796460177
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,2,10015,452,0.6093680781842199,0.8650442477876106
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,2,10016,452,0.6222092883713232,0.8141592920353983
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,2,10017,452,0.6185371880398106,0.8893805309734514
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,2,10018,452,0.6037187937088137,0.8805309734513275
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,2,10019,453,0.6027294228686984,0.8896247240618101
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10000,376,0.3658308580995012,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10001,376,0.42295167639373016,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10002,376,0.42710643639741674,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10003,376,0.42376171134543983,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10004,376,0.39431789919856336,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10005,376,0.4291804891913039,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10006,376,0.43042432768033734,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10007,376,0.439087454690176,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10008,376,0.4541579789906099,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10009,376,0.36913695268834845,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10010,376,0.4073303623826178,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10011,376,0.42663773552338674,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10012,376,0.41624386905443433,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10013,376,0.38906096433190807,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10014,376,0.3521041780482989,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10015,376,0.4047295601377651,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10016,376,0.4441272530670103,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10017,376,0.4304838558815472,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10018,376,0.4364507691063918,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,3,10019,376,0.4079917972677846,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10000,376,0.3881198032459402,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10001,376,0.41684334939048373,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10002,376,0.4253444769145114,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10003,376,0.4197246727127488,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10004,376,0.41323164623475184,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10005,376,0.43511923592127866,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10006,376,0.4395751774395064,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10007,376,0.3967823687588577,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10008,376,0.4694784206879573,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10009,376,0.3847907109564811,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10010,376,0.3253931135353057,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,3,10011,376,0.4348691123337292,1.0
